Game ID, Prediction Value, Prediction Result, Real Result, Correct 
0021500786, 0.317307692308, False, True, False
0021500066, 0.299375, False, True, False
0021500143, 0.36, False, True, False
0021500736, 0.0994047619048, False, False, True
0021501036, 0.498611111111, False, True, False
0021500387, 0.4, False, False, True
0021500278, 0.394615384615, False, False, True
0021501052, 0.540845070423, False, True, False
0021500951, 0.244230769231, False, False, True
0021500585, 0.408235294118, False, False, True
0021500669, 0.48698630137, False, True, False
0021500230, 0.295679012346, False, False, True
0021500303, 0.332051282051, False, False, True
0021500840, 0.237647058824, False, False, True
0021500003, 0.234931506849, False, False, True
0021500117, 0.241666666667, False, False, True
0021501134, 0.454666666667, False, True, False
0021500714, 0.476612903226, False, True, False
0021500960, 0.633333333333, False, True, False
0021500107, 0.361363636364, False, False, True
0021500650, 0.333333333333, False, False, True
0021500430, 0.275974025974, False, False, True
0021500828, 0.30625, False, False, True
0021500802, 0.394594594595, False, True, False
0021500009, 0.338636363636, False, True, False
0021500676, 0.5425, False, True, False
0021500461, 0.380188679245, False, False, True
0021501146, 0.292592592593, False, False, True
0021500942, 0.553076923077, False, True, False
0021500335, 0.178666666667, False, False, True
0021500548, 0.246202531646, False, False, True
0021500726, 0.56875, False, True, False
0021500829, 0.220138888889, False, True, False
0021500211, 0.456849315068, False, True, False
0021500783, 0.266176470588, False, False, True
0021500082, 0.306172839506, False, False, True
0021500573, 0.350684931507, False, True, False
0021500988, 0.620422535211, False, True, False
0021500904, 0.504166666667, False, True, False
0021501072, 0.314179104478, False, False, True
0021500903, 0.282692307692, False, False, True
0021501162, 0.357142857143, False, False, True
0021501029, 0.413157894737, False, False, True
0021500011, 0.541044776119, False, False, True
0021500203, 0.311486486486, False, False, True
0021500585, 0.408235294118, False, False, True
0021500646, 0.514179104478, False, False, True
0021500050, 0.475316455696, False, True, False
0021500565, 0.496666666667, False, True, False
0021500313, 0.380434782609, False, False, True
0021501002, 0.502298850575, False, True, False
0021501112, 0.288888888889, False, False, True
0021501068, 0.3, False, False, True
0021500100, 0.0917808219178, False, False, True
0021500372, 0.349367088608, False, True, False
0021501183, 0.376865671642, False, True, False
0021501070, 0.289240506329, False, True, False
0021500971, 0.25974025974, False, False, True
0021500348, 0.296987951807, False, False, True
0021501043, 0.644642857143, False, False, True
0021500371, 0.370945945946, False, True, False
0021500580, 0.401351351351, False, False, True
0021500289, 0.236440677966, False, False, True
0021500053, 0.56301369863, False, False, True
0021501166, 0.355128205128, False, False, True
0021500972, 0.217808219178, False, False, True
0021500443, 0.611363636364, False, False, True
0021500053, 0.56301369863, False, False, True
0021500576, 0.441954022989, False, False, True
0021500753, 0.645192307692, False, True, False
0021500953, 0.40625, False, False, True
0021500618, 0.321232876712, False, False, True
0021500409, 0.391447368421, False, True, False
0021500710, 0.478787878788, False, True, False
0021500954, 0.286363636364, False, True, False
0021500420, 0.557594936709, False, False, True
0021500039, 0.3, False, False, True
0021500583, 0.633974358974, False, False, True
0021501091, 0.454545454545, False, True, False
0021500963, 0.359322033898, False, False, True
0021500635, 0.549315068493, False, False, True
0021500938, 0.419696969697, False, True, False
0021500406, 0.454, False, False, True
0021500496, 0.408227848101, False, True, False
0021501009, 0.606923076923, False, True, False
